date,action,price,profit_pct,balance,result
2026-04-30 12:23,CLOSE,77986.1,0.5064,10050.64,WIN
2026-04-30 12:23,HOLD,77942.4,-0.01,10050.64,LOSS
2026-04-30 12:23,HOLD,77745.2,-0.01,10050.64,LOSS
2026-04-30 12:23,HOLD,77757.1,-0.01,10050.64,LOSS
2026-04-30 12:23,HOLD,77906.5,-0.01,10050.64,LOSS
2026-04-30 12:23,CLOSE,78262.7,0.6566,10116.63,WIN
2026-04-30 12:23,CLOSE,77647.3,-0.987,10016.78,LOSS
2026-04-30 12:23,CLOSE,77539.4,0.3523,10052.06,WIN
2026-04-30 12:23,HOLD,78264.1,-0.01,10052.06,LOSS
2026-04-30 12:23,CLOSE,78263.9,-0.6256,9989.17,LOSS
2026-04-30 12:23,CLOSE,77741.2,0.0842,9997.58,WIN
2026-04-30 12:23,CLOSE,77575.9,0.0182,9999.4,WIN
2026-04-30 12:23,HOLD,77545.0,-0.01,9999.4,LOSS
2026-04-30 12:23,HOLD,77736.2,-0.01,9999.4,LOSS
2026-04-30 12:23,CLOSE,77801.5,0.1554,10014.94,WIN
2026-04-30 12:23,HOLD,77518.4,-0.01,10014.94,LOSS
